"","id","StartDate","EndDate","studytime","bottest_filter","handw","discomfort1_1","discomfort1_2","discomfort1_3","discomfort1_4","discomfort1_5","discomfort1_6","discomfort1_7","discomfort1_8","dginstrux","comp2","fairQ","fairQ_rt_First.Click","fairQ_rt_Last.Click","fairQ_rt_Page.Submit","fairQ_rt_Click.Count","assignrt_First.Click","assignrt_Last.Click","assignrt_Page.Submit","assignrt_Click.Count","forced","preventRT_First.Click","preventRT_Last.Click","preventRT_Page.Submit","preventRT_Click.Count","comp1","r1_rt_First.Click","r1_rt_Last.Click","r1_rt_Page.Submit","r1_rt_Click.Count","dg1","dg1_rt_First.Click","dg1_rt_Last.Click","dg1_rt","dg1_rt_Click.Count","r2_rt_First.Click","r2_rt_Last.Click","r2_rt_Page.Submit","r2_rt_Click.Count","dg2","dg2_rt_First.Click","dg2_rt_Last.Click","dg2_rt","dg2_rt_Click.Count","r3_rt_First.Click","r3_rt_Last.Click","r3_rt_Page.Submit","r3_rt_Click.Count","dg3","dg3_rt_First.Click","dg3_rt_Last.Click","dg3_rt","dg3_rt_Click.Count","r4_rt_First.Click","r4_rt_Last.Click","r4_rt_Page.Submit","r4_rt_Click.Count","dg4","dg4_rt_First.Click","dg4_rt_Last.Click","dg4_rt","dg4_rt_Click.Count","r5_rt_First.Click","r5_rt_Last.Click","r5_rt_Page.Submit","r5_rt_Click.Count","dg5","dg5_rt_First.Click","dg5_rt_Last.Click","dg5_rt","dg5_rt_Click.Count","num1","num2","num3","num4","num5","num6","num7","num8a","num8b","num9","num10","num11","num12","num13","num14","compcheck","Guess","memQrt_First.Click","memQrt_Last.Click","memQrt_Page.Submit","memQrt_Click.Count","conf","discomfort3_1","discomfort3_2","discomfort3_3","discomfort3_4","discomfort3_5","discomfort3_6","discomfort3_7","discomfort3_8","responsible","gender","age","deception1","deception2","feedbackexcl","dgXP","id.1","dg1.1","dg2.1","dg3.1","dg4.1","dg5.1","Numeracy","DGAverage","AveRT","GuessVsAve","GuessVsAveA","DG.stdev","FairVsActual","discomfort_t1","discomfort_t2","diss","posA_t1","posA_t2","posAdiff"
"809",812,"7/14/19 18:02","7/14/19 18:18",16,1," If you can't be there in person, send a letter.",3,2,2,6,6,4,4,1,"I have carefully read and understand the instructions above.",FALSE,0,11.574,11.574,12.819,1,0,0,2.112,0,"I have carefully read and understand the instructions above.",18.2,18.2,21.495,1,FALSE,0,0,3.009,0,40,4.604,4.604,6.033,1,0,0,3.019,0,30,3.198,3.198,4.651,1,0,0,3.01,0,20,3.003,3.003,4.009,1,0,0,3.117,0,20,3.806,3.806,5.2,1,0,0,3.107,0,20,3.397,3.397,4.647,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","75","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",26,82.205,86.322,87.748,2,6,2,4,4,7,7,7,6,2,1,"Male",72,1,1,1,2,197,40,30,20,20,20,13,26,4.908,0,0,8.94427190999916,-26,2.33333333333333,3.33333333333333,1,4.2,5.8,1.6
"810",813,"7/14/19 18:08","7/14/19 18:18",10,1,"If you can't be there in person, send a letter.",1,1,1,6,7,5,6,5,"I have carefully read and understand the instructions above.",FALSE,0,7.292,12.931,13.961,3,0,0,2.112,0,"I have carefully read and understand the instructions above.",11.054,11.054,17.44,1,FALSE,0,0,3.114,0,50,3.529,6.7,7.786,2,0,0,3.011,0,50,2.934,2.934,3.905,1,0,0,3.146,0,50,2.577,2.577,3.601,1,0,0,3.012,0,50,2.165,2.165,2.865,1,0,0,3.013,0,50,1.974,1.974,2.866,1,"300","10","10","1 in 10","10%","2","2","10","100","20","500","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.357,4.054,5.531,6,7,1,1,1,6,7,5,6,6,1,"Female",20,1,1,1,2,151,50,50,50,50,50,10,50,4.2046,0,0,0,-50,1,1,0,5.8,6,0.2
"813",816,"7/14/19 18:08","7/14/19 18:18",10,1,"If you can't be there in person, send a letter.  ",2,1,2,3,4,4,4,4,"I have carefully read and understand the instructions above.",FALSE,0,28.14,30.808,31.984,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",6.832,6.832,7.901,1,TRUE,0,0,3.114,0,50,4.808,4.808,9.104,1,0,0,3.215,0,50,3.01,3.01,5.04,1,0,0,3.022,0,50,3.776,3.776,4.862,1,0,0,3.11,0,50,2.976,2.976,3.948,1,0,0,3.112,0,50,2.359,2.359,3.471,1,"500","10","0.10%","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,2.866,6.919,8.176,2,7,2,1,2,3,5,4,4,3,7,"Male",40,1,1,1,2,17,50,50,50,50,50,14,50,5.285,0,0,0,-50,1.66666666666667,1.66666666666667,0,3.8,3.8,0
"814",817,"7/14/19 18:09","7/14/19 18:18",9,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,4,7,"I have carefully read and understand the instructions above.",FALSE,0,5.407,5.407,6.885,1,0,0,2.132,0,"I have carefully read and understand the instructions above.",23.156,23.156,24.049,1,FALSE,0,0,3.118,0,90,3.284,7.154,8.414,2,0,0,3.108,0,80,3.154,3.154,4.159,1,0,0,3.142,0,80,2.686,2.686,3.394,1,0,0,3.016,0,90,5.969,5.969,6.698,1,0,0,3.011,0,90,2.131,2.131,2.852,1,"500","10","0.01","1 in 10","10%","2","2","1","10","2","5","1 in 12 chance","10","16","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall keeping",43,2.835,2.835,5.764,1,3,4,5,1,7,7,4,4,7,4,"Female",23,1,1,1,2,465,90,80,80,90,90,8,86,5.1034,-43,43,5.47722557505166,-86,1,3.33333333333333,2.33333333333333,6.4,5.8,-0.600000000000001
"815",818,"7/14/19 18:03","7/14/19 18:18",15,1,"If you can't be there in person, send a letter.",1,1,1,5,5,6,6,6,"I have carefully read and understand the instructions above.",FALSE,10,8.331,8.331,15.594,1,0,0,2.108,0,"I have carefully read and understand the instructions above.",15.87,36.456,37.656,3,FALSE,0,0,3.007,0,50,5.048,5.048,7.912,1,0,0,3.106,0,50,2.922,2.922,3.914,1,0,0,3.105,0,50,2.092,2.092,3.077,1,0,0,3.106,0,50,2.014,2.014,2.801,1,0,0,3.106,0,70,2.598,2.598,3.619,1,"500","10","0.001","1 in 10","10%","2%","2","10","100","20","5","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,9.444,26.894,28.659,3,5,1,1,1,5,6,6,6,6,6,"Female",34,1,1,1,2,126,50,50,50,50,70,13,54,4.2646,-4,4,8.94427190999916,-44,1,1,0,5.6,5.8,0.2
"820",823,"7/14/19 18:09","7/14/19 18:18",9,1,"If you can't be there in person, send a letter.",2,2,2,6,7,5,4,4,"I have carefully read and understand the instructions above.",FALSE,50,5.98,6.591,9.832,2,1.492,1.492,2.005,1,"I have carefully read and understand the instructions above.",14.431,16.941,18.409,3,FALSE,0,0,3.006,0,0,6.413,6.413,10.597,1,0,0,3.005,0,0,2.205,2.205,4.123,1,0,0,3.106,0,0,1.707,1.707,3.233,1,0,0,3.006,0,0,1.643,1.643,3.122,1,0,0,3.005,0,0,2.599,2.599,3.646,1,"500","10","0.10%","1 in 10","10%","2%","2 in 100","10","100","20","5","1 in 12 chance","90%","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",0,1.63,2.452,5.462,2,7,3,3,3,6,7,5,3,4,1,"Female",33,1,1,1,1,141,0,0,0,0,0,14,0,4.9442,0,0,0,50,2,3,1,5.2,5,-0.2
"821",824,"7/14/19 18:03","7/14/19 18:18",15,1,"If you can't be there in person, send a letter.",2,4,2,5,6,6,4,2,"I have carefully read and understand the instructions above.",TRUE,50,9.846,9.846,11.882,1,0,0,2.023,0,"I have carefully read and understand the instructions above.",26.291,26.291,28.021,1,FALSE,0,0,3.011,0,80,6.518,6.518,9.014,1,0,0,3.007,0,70,4.883,4.883,7.07,1,0,0,3.113,0,70,5.138,5.138,7.512,1,0,0,3.012,0,80,4.93,4.93,6.863,1,0,0,3.006,0,70,5.104,5.104,6.629,1,"500","10","0.50%","1 in 10","10%","2%","2%","10","100","20","1","1 in 12 chance","90%","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",75,2.732,8.182,12.041,5,5,4,7,3,5,6,6,5,5,1,"Female",45,1,1,1,1,646,80,70,70,80,70,12,74,7.4176,1,1,5.47722557505166,-24,2.66666666666667,4.66666666666667,2,4.6,5.4,0.800000000000001
"824",827,"7/14/19 18:09","7/14/19 18:19",10,1,"If you can't be there in person, send a letter.",2,1,1,5,5,4,2,4,"I have carefully read and understand the instructions above.",TRUE,50,12.378,14.897,15.697,2,0,0,2.009,0,"I have carefully read and understand the instructions above.",15.303,15.303,16.112,1,FALSE,0,0,3.107,0,20,4.943,4.943,6.155,1,0,0,3.008,0,20,2.253,2.253,3.3,1,0,0,3.108,0,50,2.547,2.547,3.357,1,0,0,3.109,0,10,2.584,2.584,3.348,1,0,0,3.008,0,10,1.552,2.611,3.382,3,"500","10","0.01","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","18","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",20,2.796,2.796,4.247,1,6,1,1,1,5,5,4,2,4,1,"Male",39,1,1,1,2,311,20,20,50,10,10,13,22,3.9084,-2,2,16.431676725155,28,1.33333333333333,1,-0.333333333333333,4,4,0
"825",828,"7/14/19 18:02","7/14/19 18:19",17,1,"If you can't be there in person, send a letter.",2,4,4,6,6,5,5,5,"I have carefully read and understand the instructions above.",FALSE,30,16.319,16.319,18.001,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",27.666,27.666,29.764,1,FALSE,0,0,3.108,0,0,3.677,12.908,16.369,3,0,0,3.007,0,0,9.711,13.997,19.503,4,0,0,3.007,0,0,3.159,4.093,8.531,2,0,0,3.109,0,0,2.917,7.71,9.733,4,0,0,3.008,0,0,2.599,7.148,9.37,3,"504","10","0.10%","1 in 10","10%","2%","2","10","100","20","5","1 in 12 chance","9","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",0,2.842,5.197,7.11,3,6,3,2,3,5,6,5,5,4,2,"Male",56,1,1,1,2,324,0,0,0,0,0,12,0,12.7012,0,0,0,30,3.33333333333333,2.66666666666667,-0.666666666666667,5.4,5,-0.4
"826",829,"7/14/19 18:09","7/14/19 18:19",10,1,"If you can't be there in person, send a letter.",1,1,3,5,6,3,2,2,"I have carefully read and understand the instructions above.",TRUE,50,7.692,7.692,8.947,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",16.414,16.414,18.878,1,FALSE,0,0,3.109,0,80,2.637,4.337,5.122,2,0,0,3.008,0,60,2.184,2.184,2.938,1,0,0,3.018,0,70,2.204,2.204,2.982,1,0,0,3.008,0,60,2.468,3.293,4.342,2,0,0,4.062,0,60,1.566,2.893,4.013,2,"500","10","0.10%","1 in 10","10%","2%","1 in 50","10","100","20","1","1 in 12 chance","100","70","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall keeping",70,11.527,11.527,12.212,1,5,4,3,4,3,5,3,2,1,1,"Male",27,1,1,1,2,620,80,60,70,60,60,11,66,3.8794,4,4,8.94427190999916,-16,1.66666666666667,3.66666666666667,2,3.6,2.8,-0.8
"827",830,"7/14/19 18:09","7/14/19 18:19",10,1,"If you can't be there in person, send a letter.",1,1,1,5,6,4,4,4,"I have carefully read and understand the instructions above.",TRUE,50,3.993,3.993,5.268,1,0,0,2.005,0,"I have carefully read and understand the instructions above.",16.283,16.283,17.223,1,FALSE,0,0,3.105,0,20,4.674,4.674,6.416,1,0,0,3.005,0,30,3.389,3.389,5.021,1,0,0,3.005,0,40,2.136,2.136,3.394,1,0,0,3.105,0,30,2.134,2.134,3.113,1,0,0,3.006,0,70,1.934,1.934,3.256,1,"500","100","10","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","10","128","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",30,2.648,8.8,10.364,7,5,1,1,1,6,6,5,3,2,1,"Female",29,1,1,1,1,368,20,30,40,30,70,11,38,4.24,-8,8,19.2353840616713,12,1,1,0,4.6,4.4,-0.199999999999999
"832",835,"7/14/19 18:05","7/14/19 18:19",14,1,"If you can't be there in person, send a letter.",4,1,2,5,6,3,2,3,"I have carefully read and understand the instructions above.",FALSE,50,6.147,6.147,12.186,1,0,0,2.013,0,"I have carefully read and understand the instructions above.",22.134,23.795,26.749,2,FALSE,0,0,3.009,0,20,3.802,3.802,6.965,1,0,0,3.013,0,10,4.538,4.538,6.166,1,0,0,3.011,0,0,3.145,3.145,6.039,1,0,0,3.023,0,0,3.162,3.162,4.945,1,0,0,3.014,0,10,2.075,6.42,8.382,2,"450","10","1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","128","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",7,2.328,15.102,20.185,6,4,4,4,4,5,5,3,2,3,1,"Female",53,1,1,1,1,88,20,10,0,0,10,11,8,6.4994,-1,1,8.36660026534076,42,2.33333333333333,4,1.66666666666667,3.8,3.6,-0.2
"833",836,"7/14/19 18:10","7/14/19 18:19",9,1,"If you can't be there in person, send a letter.",1,3,1,4,7,4,1,2,"I have carefully read and understand the instructions above.",TRUE,50,6.101,6.101,6.731,1,0,0,2.011,0,"I have carefully read and understand the instructions above.",3.164,11.813,12.395,4,FALSE,0,0,3.109,0,50,15.047,15.047,16.071,1,0,0,3.109,0,50,10.395,10.395,11.17,1,0,0,3.11,0,50,5.542,5.542,6.2,1,0,0,3.11,0,50,0.6,0.6,1.337,1,0,0,3.108,0,50,0.847,0.847,1.401,1,"500","10","0.01","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,0.601,7.401,8.184,5,7,1,1,2,3,7,1,1,1,2,"Female",23,1,1,1,1,24,50,50,50,50,50,12,50,7.2358,0,0,0,0,1.66666666666667,1.33333333333333,-0.333333333333333,3.6,2.6,-1
"835",838,"7/14/19 18:03","7/14/19 18:19",16,1,"If you can't be there in person, send a letter. ",2,1,2,5,5,5,4,5,"I have carefully read and understand the instructions above.",FALSE,20,11.482,11.482,14.239,1,0,0,2.107,0,"I have carefully read and understand the instructions above.",26.334,26.334,27.172,1,FALSE,0,0,3.007,0,10,3.875,3.875,7.352,1,0,0,3.026,0,10,2.879,2.879,5.173,1,0,0,3.006,0,10,1.892,1.892,3.13,1,0,0,3.115,0,20,2.303,2.303,3.464,1,0,0,3.009,0,20,2.669,3.739,4.355,2,"502","10","0.01","1 in 10","10%","2","2","10","100","20","200","1 in 12 chance","0.111","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",14,2.39,36.245,37.386,3,7,1,1,2,5,5,5,6,5,1,"Male",40,1,1,1,2,531,10,10,10,20,20,11,14,4.6948,0,0,5.47722557505166,6,1.66666666666667,1.33333333333333,-0.333333333333333,4.8,5.2,0.4
"837",840,"7/14/19 18:02","7/14/19 18:20",18,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,4,5,"I have carefully read and understand the instructions above.",FALSE,10,15.61,15.61,31.121,1,0,0,2.004,0,"I have carefully read and understand the instructions above.",34.327,34.327,35.479,1,FALSE,0,0,3.004,0,50,5.523,5.523,7.611,1,0,0,3.004,0,50,4.832,4.832,6.192,1,0,0,3.004,0,50,5.817,5.817,7.501,1,0,0,3.004,0,50,3.707,3.707,6.087,1,0,0,3.004,0,50,3.185,3.185,4.268,1,"500","10","0.001","1 in 10","10%","2","20","10","100","20","5","1 in 12 chance","90","100","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,4.965,6.231,8.135,2,7,1,1,1,7,7,7,5,6,1,"Female",33,1,1,1,2,417,50,50,50,50,50,12,50,6.3318,0,0,0,-40,1,1,0,6,6.4,0.4
"838",841,"7/14/19 18:11","7/14/19 18:20",9,1,"If you can't be there in person, send a letter.",1,1,1,5,5,2,1,3,"I have carefully read and understand the instructions above.",FALSE,30,10.132,10.132,11.519,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",19.687,19.687,21.166,1,FALSE,0,0,3.009,0,30,5.264,5.264,7.107,1,0,0,3.111,0,20,1.836,1.836,2.968,1,0,0,3.009,0,20,2.013,2.799,4.27,2,0,0,3.108,0,20,2.548,2.548,3.748,1,0,0,3.112,0,20,2.323,2.323,3.604,1,"500","10","0.001","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",22,1.678,3.291,5.058,2,7,1,1,1,5,5,2,1,5,1,"Male",36,1,1,1,2,199,30,20,20,20,20,13,22,4.3394,0,0,4.47213595499958,8,1,1,0,3.2,3.6,0.4
"839",842,"7/14/19 18:12","7/14/19 18:20",8,1,"If you can’t be there in person, send a letter.",2,6,5,5,5,4,3,5,"I have carefully read and understand the instructions above.",TRUE,50,4.433,4.433,5.141,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",2.051,10.71,11.497,5,FALSE,0,0,3.01,0,10,2.901,2.901,3.985,1,0,0,3.109,0,10,3.518,3.518,4.515,1,0,0,3.009,0,10,2.037,2.037,3.266,1,0,0,3.11,0,10,0.981,0.981,1.868,1,0,0,3.008,0,10,0.78,0.78,1.686,1,"500","10","0.10%","1 in 10","10%","2%","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",10,2.501,11.71,11.742,9,7,2,6,2,6,5,5,4,5,7,"Female",31,1,1,1,2,289,10,10,10,10,10,14,10,3.064,0,0,0,40,4.33333333333333,3.33333333333333,-1,4.4,5,0.6
"840",843,"7/14/19 18:11","7/14/19 18:20",9,1,"if you can't be there in person, send a letter.",2,2,2,6,7,6,6,6,"I have carefully read and understand the instructions above.",FALSE,0,7.693,8.211,9.604,2,0,0,2.107,0,"I have carefully read and understand the instructions above.",14.424,14.424,16.529,1,FALSE,0,0,3.005,0,0,11.253,12.913,14.066,2,0,0,3.005,0,0,4.197,4.197,5.08,1,0,0,3.108,0,0,1.987,1.987,2.749,1,0,0,3.005,0,0,1.354,1.354,2.389,1,0,0,3.107,0,0,1.667,1.667,2.558,1,"500","10","1","1 in 10","10%","2","2","1","10","20","5","1 in 12 chance","12","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",0,1.309,2.5,4.753,2,7,2,1,2,7,7,6,6,7,1,"Female",31,1,1,1,1,3,0,0,0,0,0,10,0,5.3684,0,0,0,0,2,1.66666666666667,-0.333333333333333,6.2,6.6,0.399999999999999
"841",844,"7/14/19 18:01","7/14/19 18:20",19,1,"If you can't be there in person, send a letter.",5,5,5,7,7,7,2,3,"I have carefully read and understand the instructions above.",FALSE,10,20.817,20.817,22.713,1,0,0,2.014,0,"I have carefully read and understand the instructions above.",19.645,19.645,26.011,1,FALSE,0,0,3.01,0,0,5.474,9.549,11.018,2,0,0,3.013,0,0,4,4,5.811,1,0,0,3.012,0,0,4.369,4.369,5.738,1,0,0,3.009,0,0,3.665,3.665,5.052,1,0,0,3.012,0,0,3.944,3.944,5.82,1,"500","10","1%","1 in 10","10%","2%","1 in 50","10","100","20","1","1 in 12 chance","90%","64%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",0,2.702,2.702,5.386,1,7,4,4,5,7,7,7,2,3,1,"Female",31,1,1,1,2,607,0,0,0,0,0,13,0,6.6878,0,0,0,10,5,4.33333333333333,-0.666666666666667,5.2,5.2,0
"843",846,"7/14/19 18:07","7/14/19 18:21",14,1,"mail mail.",1,1,1,5,5,3,1,1,"I have carefully read and understand the instructions above.",FALSE,50,8.292,8.292,11.37,1,0,0,2.11,0,"I have carefully read and understand the instructions above.",7.604,13.363,15.745,2,FALSE,0,0,3.012,0,90,7.648,7.648,9.56,1,0,0,3.132,0,90,4.002,4.002,5.496,1,0,0,3.026,0,90,1.983,3.229,4.78,2,0,0,3.028,0,100,2.879,2.879,4.334,1,0,0,3.018,0,100,2.946,2.946,5.081,1,"500","10","1%","1 in 10","10%","2%","2%","1","10","20","1","1 in 12 chance","10%","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",95,23.302,28.998,29.83,2,5,1,1,1,5,5,1,1,1,1,"Female",23,1,1,1,2,470,90,90,90,100,100,9,94,5.8502,1,1,5.47722557505166,-44,1,1,0,3,2.6,-0.4
"844",847,"7/14/19 18:12","7/14/19 18:21",9,1,"If you can't be there in person, send a letter.",2,2,2,3,3,1,1,3,"I have carefully read and understand the instructions above.",FALSE,50,4.402,5.41,6.473,2,0,0,2.108,0,"I have carefully read and understand the instructions above.",14.289,14.289,14.882,1,FALSE,0,0,3.109,0,50,2.95,5.333,5.647,4,0,0,3.009,0,30,3.133,3.133,3.977,1,0,0,3.107,0,30,2.21,3.033,4.227,2,0,0,3.11,0,50,1.805,2.315,3.044,2,0,0,3.008,0,40,2.646,2.646,3.429,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",36,8.671,31.566,33.02,2,4,2,2,2,3,3,3,2,3,1,"Male",24,1,1,1,1,661,50,30,30,50,40,14,40,4.0648,-4,4,10,10,2,2,0,2.2,2.8,0.6
"846",849,"7/14/19 18:07","7/14/19 18:22",15,1,"If you can't be there in person, send a letter.",5,2,6,5,4,3,3,4,"I have carefully read and understand the instructions above.",TRUE,40,12.756,12.756,14.518,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",2.808,27.601,28.263,2,FALSE,0,0,3.011,0,70,3.686,3.686,6.78,1,0,0,3.011,0,70,2.45,2.45,3.144,1,0,0,3.013,0,70,1.722,3.18,3.7,2,0,0,3.011,0,60,2.35,2.35,2.997,1,0,0,3.111,0,70,2.292,2.292,2.868,1,"475","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","128","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",68,21.411,32.107,33.144,2,7,4,4,5,5,4,3,3,4,1,"Male",24,1,1,1,1,467,70,70,70,60,70,12,68,3.8978,0,0,4.47213595499958,-28,4.33333333333333,4.33333333333333,0,3.8,3.8,0
"847",850,"7/14/19 18:10","7/14/19 18:22",12,1,"If you can't be there in person, send a letter.",2,2,3,4,4,4,4,2,"I have carefully read and understand the instructions above.",FALSE,50,3.202,3.202,4.291,1,0,0,2.015,0,"I have carefully read and understand the instructions above.",9.619,9.619,10.773,1,FALSE,0,0,3.011,0,40,2.388,2.388,3.578,1,0,0,3.018,0,50,1.244,1.244,2.186,1,0,0,3.008,0,60,1.112,1.112,1.844,1,0,0,3.115,0,40,1.235,1.235,2.05,1,0,0,3.122,0,50,6.461,6.461,7.299,1,"500","10","0.001","1 in 10","10%","2%","2","10","100","20","50","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,1.659,5.483,6.357,2,5,2,3,3,3,3,3,2,2,1,"Female",26,1,1,1,3,633,40,50,60,40,50,12,48,3.3914,2,2,8.36660026534076,2,2.33333333333333,2.66666666666667,0.333333333333333,3.6,2.6,-1
"849",852,"7/14/19 18:02","7/14/19 18:22",20,1,"If you can't be there in person, send a letter.",1,1,1,7,7,4,1,5,"I have carefully read and understand the instructions above.",FALSE,50,21.214,21.214,22.445,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",42.704,42.704,43.933,1,FALSE,0,0,3.008,0,50,7.519,7.519,9.237,1,0,0,3.009,0,50,5.663,5.663,7.195,1,0,0,3.007,0,50,3.802,3.802,5.001,1,0,0,3.109,0,50,2.847,2.847,4.014,1,0,0,3.01,0,50,2.951,2.951,4.087,1,"500","10","0.25","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","90%","100%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,6.567,7.602,9.402,2,7,1,1,2,7,7,7,1,5,1,"Female",30,1,1,1,1,225,50,50,50,50,50,13,50,5.9068,0,0,0,0,1,1.33333333333333,0.333333333333333,4.8,5.4,0.600000000000001
